-234,-1138,1791,17710,-118930,-52885
41,-390,765,-39060,32690,-123480
4,-348,825,-27825,30450,-91910
-89,-417,950,-17535,23625,-62545
45,-415,906,-10150,-29960,-77035
178,-447,846,-8610,-24570,-69965
214,-564,823,-2520,-24535,-66010
220,-637,818,2100,-21805,-65800
182,-600,864,4130,-19915,-61845
215,-576,881,2730,-19705,-57120
284,-615,906,-12845,-22610,-65485
416,-714,849,-10220,-16870,-58695
388,-761,859,8120,-3570,-46970
239,-728,887,26495,5565,-35665
177,-691,890,32445,12985,-24500
134,-728,930,30660,15155,-2660
62,-786,992,23975,35,-2310
171,-848,938,6895,-4515,-15995
206,-834,895,-4830,385,-18445
176,-799,878,-14105,7630,-18340
172,-703,845,-19110,13965,-6335
164,-682,860,-21035,18795,2450
143,-713,894,-20930,12600,3955
159,-704,894,-30870,665,-20125
265,-644,820,-46165,-7525,-42490
386,-559,744,-51800,-4865,-44555
351,-557,763,-46165,3045,-24325
324,-585,803,-42455,9065,-8995
395,-630,773,-42175,15435,3640
458,-744,771,-42770,23450,6020
494,-871,774,-40705,31395,3885
410,-983,830,-37870,41125,1505
264,-951,903,-36960,46445,-2380
177,-935,943,-36295,49735,-805
107,-1028,983,-24290,46165,12110
106,-1131,981,-23240,39340,4340
110,-1146,976,-11655,37625,-1085
108,-1121,931,-15855,36680,-7945
84,-1065,900,-19005,35700,-15855
-21,-1040,943,-18585,31570,-27790
-107,-983,947,-18515,22575,-37345
-167,-910,957,-23730,8925,-46340
-35,-784,859,-34545,-5670,-54810
133,-767,739,-42700,-5635,-50855
159,-798,715,-34335,7840,-16870
46,-894,771,-14315,29365,23625
-103,-931,873,-7210,33110,31465
-143,-954,898,-10395,29750,19845
-222,-934,967,-11935,23625,13755
-225,-872,953,-22925,11550,-10745
-171,-803,909,-23765,6895,-12635
-151,-739,910,-9520,14070,9765
-197,-770,956,2240,16835,30800
-280,-840,1021,11025,9415,41230
-323,-965,1051,6090,-6790,24500
-301,-986,1019,-3010,-23065,1155
-209,-935,932,-9030,-34440,-13510
-103,-869,842,-15715,-34125,-13650
-93,-843,822,-4200,-26880,5495
-118,-881,830,3500,-24955,12215
-86,-890,780,3605,-24465,10675
-36,-869,729,3115,-20580,10325
-95,-838,755,5355,-17500,18550
-134,-839,761,10675,-14490,24955
-219,-846,807,22015,-16975,42735
-252,-881,801,23590,-23520,39480
-158,-915,748,17990,-27860,28455
-76,-903,699,17710,-26425,25970
-87,-884,702,20405,-18410,29295
-106,-820,691,26810,-10325,40985
-187,-796,733,39165,-2380,59465
-239,-785,732,40355,-980,60655
-297,-758,755,39690,-1820,61705
-291,-760,754,35910,-10500,54670
-252,-751,715,32130,-17255,47845
-255,-671,689,33145,-16345,52395
-272,-651,689,35105,-13580,59570
-303,-636,699,33810,-14875,62195
-289,-638,681,33460,-18025,64505
-229,-617,628,31150,-20125,64785
-177,-590,586,28315,-16345,62895
-130,-536,540,30310,-6895,64995
-98,-456,498,36295,4585,76965
-257,-429,586,45920,7770,88725
-274,-444,590,40705,-3255,71680
-214,-403,541,28735,-17045,45605
-107,-375,469,15050,-23485,29680
53,-324,363,3640,-19460,20090
151,-316,306,4725,-4970,31605
168,-334,304,11760,6405,50820
227,-423,291,13405,17185,57505
229,-512,317,18270,27685,50435
227,-574,311,7560,31605,23065
198,-527,283,-2310,41020,2310
88,-408,300,-4200,51730,-5145
-53,-314,329,-4725,62650,3885
-178,-267,424,4760,67585,26180
-257,-275,499,7070,55405,19530
-236,-311,537,-12215,40250,-8050
-178,-296,528,-25515,28140,-29785
-110,-228,490,-35560,26215,-37695
-171,-208,553,-35735,32200,-27650
-265,-186,630,-32480,35070,-11375
-312,-270,692,-23310,34300,17535
-408,-403,802,-26145,20965,18095
-370,-523,810,-37590,4830,1575
-230,-580,736,-49035,-2450,-11725
